zip,cbsa,cbsa_title,urban_area,ua_title
95630,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95631,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95632,40900,"Sacramento-Roseville-Folsom, CA",32451,"Galt, CA"
95633,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95634,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95635,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95636,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95637,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95638,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95639,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95640,99999,NA,41509,"Ione, CA"
95641,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95642,99999,NA,42049,"Jackson, CA"
95645,49700,"Yuba City, CA",NA,NA
95646,99999,NA,NA,NA
95648,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95650,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95651,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95652,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
