zip,cbsa,cbsa_title,urban_area,ua_title
95653,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95654,99999,NA,NA,NA
95655,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95656,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95658,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95659,49700,"Yuba City, CA",NA,NA
95660,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95661,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95662,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95663,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95664,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95665,99999,NA,NA,NA
95666,99999,NA,NA,NA
95667,40900,"Sacramento-Roseville-Folsom, CA",69832,"Placerville--Diamond Springs, CA"
95668,49700,"Yuba City, CA",NA,NA
95669,99999,NA,NA,NA
95670,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95671,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95672,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95673,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95674,49700,"Yuba City, CA",NA,NA
95675,99999,NA,NA,NA
95676,49700,"Yuba City, CA",NA,NA
95677,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95678,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95679,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95680,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95681,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95682,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95683,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95684,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95685,99999,NA,42049,"Jackson, CA"
95686,44700,"Stockton-Lodi, CA",NA,NA
95687,46700,"Vallejo, CA",89866,"Vacaville, CA"
95688,46700,"Vallejo, CA",89866,"Vacaville, CA"
95689,99999,NA,NA,NA
95690,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95691,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95692,49700,"Yuba City, CA",NA,NA
95693,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95694,40900,"Sacramento-Roseville-Folsom, CA",96724,"Winters, CA"
95695,40900,"Sacramento-Roseville-Folsom, CA",96994,"Woodland, CA"
95696,46700,"Vallejo, CA",NA,NA
95697,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95698,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95699,99999,NA,NA,NA
95701,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95703,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95709,40900,"Sacramento-Roseville-Folsom, CA",69832,"Placerville--Diamond Springs, CA"
95712,46020,"Truckee-Grass Valley, CA",NA,NA
95713,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95714,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95715,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95717,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95720,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95721,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95722,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95724,46020,"Truckee-Grass Valley, CA",NA,NA
95726,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95728,46020,"Truckee-Grass Valley, CA",NA,NA
95735,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95736,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95741,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95742,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95746,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95747,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95757,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95758,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95759,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95762,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95763,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95765,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95776,40900,"Sacramento-Roseville-Folsom, CA",96994,"Woodland, CA"
95798,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95799,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95811,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95812,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95813,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95814,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95815,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95816,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95817,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95818,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95819,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95820,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95821,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95822,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95823,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95824,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95825,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95826,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95827,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95828,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95829,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95830,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95831,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95832,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95833,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95834,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95835,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95836,49700,"Yuba City, CA",NA,NA
95837,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95838,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95840,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95841,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95842,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95843,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95851,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95852,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95853,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95860,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95864,40900,"Sacramento-Roseville-Folsom, CA",77068,"Sacramento, CA"
95865,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95866,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95867,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95894,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95901,49700,"Yuba City, CA",97939,"Yuba City, CA"
95903,49700,"Yuba City, CA",NA,NA
95910,99999,NA,NA,NA
95912,99999,NA,NA,NA
95913,99999,NA,NA,NA
95914,17020,"Chico, CA",NA,NA
95915,99999,NA,NA,NA
95916,17020,"Chico, CA",NA,NA
95917,17020,"Chico, CA",NA,NA
95918,49700,"Yuba City, CA",NA,NA
95919,49700,"Yuba City, CA",NA,NA
95920,99999,NA,NA,NA
95922,49700,"Yuba City, CA",NA,NA
95923,99999,NA,NA,NA
95924,46020,"Truckee-Grass Valley, CA",NA,NA
95925,49700,"Yuba City, CA",NA,NA
95926,17020,"Chico, CA",16318,"Chico, CA"
95927,17020,"Chico, CA",NA,NA
95928,17020,"Chico, CA",16318,"Chico, CA"
95929,17020,"Chico, CA",16318,"Chico, CA"
95930,17020,"Chico, CA",NA,NA
95932,99999,NA,19342,"Colusa, CA"
95934,99999,NA,NA,NA
95935,49700,"Yuba City, CA",NA,NA
95936,99999,NA,NA,NA
95937,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
95938,17020,"Chico, CA",NA,NA
95939,99999,NA,NA,NA
95940,17020,"Chico, CA",NA,NA
95941,17020,"Chico, CA",NA,NA
95942,17020,"Chico, CA",NA,NA
95943,99999,NA,NA,NA
95944,99999,NA,NA,NA
95945,46020,"Truckee-Grass Valley, CA",34597,"Grass Valley, CA"
95946,46020,"Truckee-Grass Valley, CA",NA,NA
95947,99999,NA,NA,NA
95948,17020,"Chico, CA",35677,"Gridley, CA"
95949,46020,"Truckee-Grass Valley, CA",34597,"Grass Valley, CA"
95950,99999,NA,NA,NA
95951,99999,NA,NA,NA
95953,49700,"Yuba City, CA",50473,"Live Oak (Sutter County), CA"
95954,17020,"Chico, CA",53322,"Magalia, CA"
95955,99999,NA,NA,NA
95956,99999,NA,NA,NA
95957,49700,"Yuba City, CA",NA,NA
95958,17020,"Chico, CA",NA,NA
95959,46020,"Truckee-Grass Valley, CA",34597,"Grass Valley, CA"
95960,46020,"Truckee-Grass Valley, CA",NA,NA
95961,49700,"Yuba City, CA",97939,"Yuba City, CA"
95962,49700,"Yuba City, CA",NA,NA
95963,99999,NA,65836,"Orland, CA"
95965,17020,"Chico, CA",65944,"Oroville, CA"
95966,17020,"Chico, CA",65944,"Oroville, CA"
95967,17020,"Chico, CA",NA,NA
95968,17020,"Chico, CA",65944,"Oroville, CA"
95969,17020,"Chico, CA",NA,NA
95970,99999,NA,NA,NA
95971,99999,NA,NA,NA
95972,49700,"Yuba City, CA",NA,NA
95973,17020,"Chico, CA",16318,"Chico, CA"
95974,17020,"Chico, CA",NA,NA
95975,46020,"Truckee-Grass Valley, CA",34597,"Grass Valley, CA"
95976,17020,"Chico, CA",NA,NA
95977,46020,"Truckee-Grass Valley, CA",NA,NA
95978,17020,"Chico, CA",NA,NA
95979,99999,NA,NA,NA
95980,99999,NA,NA,NA
95981,99999,NA,NA,NA
95982,49700,"Yuba City, CA",NA,NA
95983,99999,NA,NA,NA
95984,99999,NA,NA,NA
95986,46020,"Truckee-Grass Valley, CA",NA,NA
95987,99999,NA,95374,"Williams, CA"
95988,99999,NA,95725,"Willows, CA"
95991,49700,"Yuba City, CA",97939,"Yuba City, CA"
95992,49700,"Yuba City, CA",NA,NA
95993,49700,"Yuba City, CA",97939,"Yuba City, CA"
96001,39820,"Redding, CA",73774,"Redding, CA"
96002,39820,"Redding, CA",73774,"Redding, CA"
96003,39820,"Redding, CA",73774,"Redding, CA"
96006,99999,NA,NA,NA
96007,39820,"Redding, CA",73774,"Redding, CA"
96008,39820,"Redding, CA",NA,NA
96009,45000,"Susanville, CA",NA,NA
96010,99999,NA,NA,NA
96011,39820,"Redding, CA",NA,NA
96013,39820,"Redding, CA",NA,NA
96014,99999,NA,NA,NA
96015,99999,NA,NA,NA
96016,39820,"Redding, CA",NA,NA
96017,39820,"Redding, CA",NA,NA
96019,39820,"Redding, CA",73774,"Redding, CA"
96020,99999,NA,NA,NA
96021,39780,"Red Bluff, CA",20206,"Corning, CA"
96022,39780,"Red Bluff, CA",NA,NA
96023,99999,NA,NA,NA
96024,99999,NA,NA,NA
96025,99999,NA,NA,NA
96027,99999,NA,NA,NA
96028,39820,"Redding, CA",NA,NA
96029,39780,"Red Bluff, CA",NA,NA
96031,99999,NA,NA,NA
96032,99999,NA,NA,NA
96033,39820,"Redding, CA",NA,NA
96034,99999,NA,NA,NA
96035,39780,"Red Bluff, CA",NA,NA
96037,99999,NA,NA,NA
96038,99999,NA,NA,NA
96039,99999,NA,NA,NA
96040,39820,"Redding, CA",NA,NA
96041,99999,NA,NA,NA
96044,99999,NA,NA,NA
96046,99999,NA,NA,NA
96047,39820,"Redding, CA",NA,NA
96048,99999,NA,NA,NA
96049,39820,"Redding, CA",NA,NA
96050,99999,NA,NA,NA
96051,39820,"Redding, CA",NA,NA
96052,99999,NA,NA,NA
96054,99999,NA,NA,NA
96055,39780,"Red Bluff, CA",NA,NA
96056,39820,"Redding, CA",NA,NA
96057,99999,NA,NA,NA
96058,99999,NA,NA,NA
96059,39780,"Red Bluff, CA",NA,NA
96061,39780,"Red Bluff, CA",NA,NA
96062,39820,"Redding, CA",NA,NA
96063,39780,"Red Bluff, CA",NA,NA
96064,99999,NA,NA,NA
96065,39820,"Redding, CA",NA,NA
96067,99999,NA,60223,"Mount Shasta, CA"
96068,45000,"Susanville, CA",NA,NA
96069,39820,"Redding, CA",NA,NA
96071,39820,"Redding, CA",NA,NA
96073,39820,"Redding, CA",NA,NA
96074,39780,"Red Bluff, CA",NA,NA
96075,39780,"Red Bluff, CA",NA,NA
96076,99999,NA,NA,NA
96078,39780,"Red Bluff, CA",NA,NA
96080,39780,"Red Bluff, CA",73720,"Red Bluff, CA"
96084,39820,"Redding, CA",NA,NA
96085,99999,NA,NA,NA
96086,99999,NA,NA,NA
96087,39820,"Redding, CA",NA,NA
96088,39820,"Redding, CA",NA,NA
96089,39820,"Redding, CA",NA,NA
96090,39780,"Red Bluff, CA",NA,NA
96091,99999,NA,NA,NA
96092,39780,"Red Bluff, CA",NA,NA
96093,99999,NA,NA,NA
96094,99999,NA,NA,NA
96095,39820,"Redding, CA",NA,NA
96096,39820,"Redding, CA",NA,NA
96097,99999,NA,97912,"Yreka, CA"
96099,39820,"Redding, CA",NA,NA
96101,99999,NA,NA,NA
96103,99999,NA,NA,NA
96104,99999,NA,NA,NA
96105,99999,NA,NA,NA
96106,99999,NA,NA,NA
96107,99999,NA,NA,NA
96108,99999,NA,NA,NA
96109,45000,"Susanville, CA",NA,NA
96110,99999,NA,NA,NA
96111,46020,"Truckee-Grass Valley, CA",NA,NA
96112,99999,NA,NA,NA
96113,45000,"Susanville, CA",NA,NA
96114,45000,"Susanville, CA",NA,NA
96115,99999,NA,NA,NA
96116,99999,NA,NA,NA
96117,45000,"Susanville, CA",NA,NA
96118,99999,NA,NA,NA
96119,45000,"Susanville, CA",NA,NA
96120,99999,NA,NA,NA
96121,45000,"Susanville, CA",NA,NA
96122,99999,NA,NA,NA
96123,45000,"Susanville, CA",NA,NA
96124,99999,NA,NA,NA
96125,99999,NA,NA,NA
96126,99999,NA,NA,NA
96127,45000,"Susanville, CA",NA,NA
96128,45000,"Susanville, CA",NA,NA
96129,99999,NA,NA,NA
96130,45000,"Susanville, CA",85870,"Susanville, CA"
96132,45000,"Susanville, CA",NA,NA
96133,99999,NA,NA,NA
96134,99999,NA,NA,NA
96135,99999,NA,NA,NA
96136,45000,"Susanville, CA",NA,NA
96137,99999,NA,NA,NA
96140,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96141,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96142,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96143,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96145,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96146,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96148,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96150,40900,"Sacramento-Roseville-Folsom, CA",83305,"South Lake Tahoe, CA--NV"
96151,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96155,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96158,40900,"Sacramento-Roseville-Folsom, CA",NA,NA
96160,46020,"Truckee-Grass Valley, CA",NA,NA
96161,46020,"Truckee-Grass Valley, CA",88624,"Truckee, CA"
96162,46020,"Truckee-Grass Valley, CA",NA,NA
